Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine,raw_text,preprocessed_segments,preprocessed_segments_norm,length
3,Henry IV,,,,"Enter KING HENRY, LORD JOHN OF LANCASTER, the EARL of WESTMORELAND, SIR WALTER BLUNT, and others","Enter KING HENRY, LORD JOHN OF LANCASTER, the EARL of WESTMORELAND, SIR WALTER BLUNT, and others",sir,sir,3
3,Henry IV,,,,"Enter KING HENRY, LORD JOHN OF LANCASTER, the EARL of WESTMORELAND, SIR WALTER BLUNT, and others","Enter KING HENRY, LORD JOHN OF LANCASTER, the EARL of WESTMORELAND, SIR WALTER BLUNT, and others",walter,walter,6
3,Henry IV,,,,"Enter KING HENRY, LORD JOHN OF LANCASTER, the EARL of WESTMORELAND, SIR WALTER BLUNT, and others","Enter KING HENRY, LORD JOHN OF LANCASTER, the EARL of WESTMORELAND, SIR WALTER BLUNT, and others",blunt,blunt,5
3,Henry IV,,,,"Enter KING HENRY, LORD JOHN OF LANCASTER, the EARL of WESTMORELAND, SIR WALTER BLUNT, and others","Enter KING HENRY, LORD JOHN OF LANCASTER, the EARL of WESTMORELAND, SIR WALTER BLUNT, and others",other,other,5
4,Henry IV,1,1.1.1,KING HENRY IV,"So shaken as we are, so wan with care,","So shaken as we are, so wan with care,",shaken,shaken,6
4,Henry IV,1,1.1.1,KING HENRY IV,"So shaken as we are, so wan with care,","So shaken as we are, so wan with care,",wan,wan,3
4,Henry IV,1,1.1.1,KING HENRY IV,"So shaken as we are, so wan with care,","So shaken as we are, so wan with care,",care,care,4
5,Henry IV,1,1.1.2,KING HENRY IV,"Find we a time for frighted peace to pant,","Find we a time for frighted peace to pant,",find,find,4
5,Henry IV,1,1.1.2,KING HENRY IV,"Find we a time for frighted peace to pant,","Find we a time for frighted peace to pant,",time,time,4
5,Henry IV,1,1.1.2,KING HENRY IV,"Find we a time for frighted peace to pant,","Find we a time for frighted peace to pant,",fright,fright,6
5,Henry IV,1,1.1.2,KING HENRY IV,"Find we a time for frighted peace to pant,","Find we a time for frighted peace to pant,",peac,peac,4
5,Henry IV,1,1.1.2,KING HENRY IV,"Find we a time for frighted peace to pant,","Find we a time for frighted peace to pant,",pant,pant,4
6,Henry IV,1,1.1.3,KING HENRY IV,And breathe short-winded accents of new broils,And breathe short-winded accents of new broils,breath,breath,6
6,Henry IV,1,1.1.3,KING HENRY IV,And breathe short-winded accents of new broils,And breathe short-winded accents of new broils,short,short,5
6,Henry IV,1,1.1.3,KING HENRY IV,And breathe short-winded accents of new broils,And breathe short-winded accents of new broils,wind,wind,4
6,Henry IV,1,1.1.3,KING HENRY IV,And breathe short-winded accents of new broils,And breathe short-winded accents of new broils,accent,accent,6
6,Henry IV,1,1.1.3,KING HENRY IV,And breathe short-winded accents of new broils,And breathe short-winded accents of new broils,new,new,3
6,Henry IV,1,1.1.3,KING HENRY IV,And breathe short-winded accents of new broils,And breathe short-winded accents of new broils,broil,broil,5
7,Henry IV,1,1.1.4,KING HENRY IV,To be commenced in strands afar remote.,To be commenced in strands afar remote.,commenc,commenc,7
7,Henry IV,1,1.1.4,KING HENRY IV,To be commenced in strands afar remote.,To be commenced in strands afar remote.,strand,strand,6
7,Henry IV,1,1.1.4,KING HENRY IV,To be commenced in strands afar remote.,To be commenced in strands afar remote.,afar,afar,4
7,Henry IV,1,1.1.4,KING HENRY IV,To be commenced in strands afar remote.,To be commenced in strands afar remote.,remot,remot,5
8,Henry IV,1,1.1.5,KING HENRY IV,No more the thirsty entrance of this soil,No more the thirsty entrance of this soil,thirsti,thirsti,7
8,Henry IV,1,1.1.5,KING HENRY IV,No more the thirsty entrance of this soil,No more the thirsty entrance of this soil,entranc,entranc,7
8,Henry IV,1,1.1.5,KING HENRY IV,No more the thirsty entrance of this soil,No more the thirsty entrance of this soil,soil,soil,4
9,Henry IV,1,1.1.6,KING HENRY IV,"Shall daub her lips with her own children's blood,","Shall daub her lips with her own children's blood,",shall,shall,5
9,Henry IV,1,1.1.6,KING HENRY IV,"Shall daub her lips with her own children's blood,","Shall daub her lips with her own children's blood,",daub,daub,4
9,Henry IV,1,1.1.6,KING HENRY IV,"Shall daub her lips with her own children's blood,","Shall daub her lips with her own children's blood,",lip,lip,3
9,Henry IV,1,1.1.6,KING HENRY IV,"Shall daub her lips with her own children's blood,","Shall daub her lips with her own children's blood,",children,children,8
9,Henry IV,1,1.1.6,KING HENRY IV,"Shall daub her lips with her own children's blood,","Shall daub her lips with her own children's blood,",blood,blood,5
10,Henry IV,1,1.1.7,KING HENRY IV,"Nor more shall trenching war channel her fields,","Nor more shall trenching war channel her fields,",trench,trench,6
10,Henry IV,1,1.1.7,KING HENRY IV,"Nor more shall trenching war channel her fields,","Nor more shall trenching war channel her fields,",war,war,3
10,Henry IV,1,1.1.7,KING HENRY IV,"Nor more shall trenching war channel her fields,","Nor more shall trenching war channel her fields,",channel,channel,7
10,Henry IV,1,1.1.7,KING HENRY IV,"Nor more shall trenching war channel her fields,","Nor more shall trenching war channel her fields,",field,field,5
11,Henry IV,1,1.1.8,KING HENRY IV,Nor bruise her flowerets with the armed hoofs,Nor bruise her flowerets with the armed hoofs,bruis,bruis,5
11,Henry IV,1,1.1.8,KING HENRY IV,Nor bruise her flowerets with the armed hoofs,Nor bruise her flowerets with the armed hoofs,floweret,floweret,8
11,Henry IV,1,1.1.8,KING HENRY IV,Nor bruise her flowerets with the armed hoofs,Nor bruise her flowerets with the armed hoofs,arm,arm,3
11,Henry IV,1,1.1.8,KING HENRY IV,Nor bruise her flowerets with the armed hoofs,Nor bruise her flowerets with the armed hoofs,hoof,hoof,4
12,Henry IV,1,1.1.9,KING HENRY IV,"Of hostile paces: those opposed eyes,","Of hostile paces: those opposed eyes,",hostil,hostil,6
12,Henry IV,1,1.1.9,KING HENRY IV,"Of hostile paces: those opposed eyes,","Of hostile paces: those opposed eyes,",pace,pace,4
12,Henry IV,1,1.1.9,KING HENRY IV,"Of hostile paces: those opposed eyes,","Of hostile paces: those opposed eyes,",oppos,oppos,5
12,Henry IV,1,1.1.9,KING HENRY IV,"Of hostile paces: those opposed eyes,","Of hostile paces: those opposed eyes,",eye,eye,3
13,Henry IV,1,1.1.10,KING HENRY IV,"Which, like the meteors of a troubled heaven,","Which, like the meteors of a troubled heaven,",like,like,4
13,Henry IV,1,1.1.10,KING HENRY IV,"Which, like the meteors of a troubled heaven,","Which, like the meteors of a troubled heaven,",meteor,meteor,6
13,Henry IV,1,1.1.10,KING HENRY IV,"Which, like the meteors of a troubled heaven,","Which, like the meteors of a troubled heaven,",troubl,troubl,6
13,Henry IV,1,1.1.10,KING HENRY IV,"Which, like the meteors of a troubled heaven,","Which, like the meteors of a troubled heaven,",heaven,heaven,6
14,Henry IV,1,1.1.11,KING HENRY IV,"All of one nature, of one substance bred,","All of one nature, of one substance bred,",one,one,3
14,Henry IV,1,1.1.11,KING HENRY IV,"All of one nature, of one substance bred,","All of one nature, of one substance bred,",natur,natur,5
14,Henry IV,1,1.1.11,KING HENRY IV,"All of one nature, of one substance bred,","All of one nature, of one substance bred,",substanc,substanc,8
14,Henry IV,1,1.1.11,KING HENRY IV,"All of one nature, of one substance bred,","All of one nature, of one substance bred,",bred,bred,4
15,Henry IV,1,1.1.12,KING HENRY IV,Did lately meet in the intestine shock,Did lately meet in the intestine shock,late,late,4
15,Henry IV,1,1.1.12,KING HENRY IV,Did lately meet in the intestine shock,Did lately meet in the intestine shock,meet,meet,4
15,Henry IV,1,1.1.12,KING HENRY IV,Did lately meet in the intestine shock,Did lately meet in the intestine shock,intestin,intestin,8
15,Henry IV,1,1.1.12,KING HENRY IV,Did lately meet in the intestine shock,Did lately meet in the intestine shock,shock,shock,5
16,Henry IV,1,1.1.13,KING HENRY IV,And furious close of civil butchery,And furious close of civil butchery,furiou,furiou,6
16,Henry IV,1,1.1.13,KING HENRY IV,And furious close of civil butchery,And furious close of civil butchery,close,close,5
16,Henry IV,1,1.1.13,KING HENRY IV,And furious close of civil butchery,And furious close of civil butchery,civil,civil,5
16,Henry IV,1,1.1.13,KING HENRY IV,And furious close of civil butchery,And furious close of civil butchery,butcheri,butcheri,8
17,Henry IV,1,1.1.14,KING HENRY IV,"Shall now, in mutual well-beseeming ranks,","Shall now, in mutual well-beseeming ranks,",mutual,mutual,6
17,Henry IV,1,1.1.14,KING HENRY IV,"Shall now, in mutual well-beseeming ranks,","Shall now, in mutual well-beseeming ranks,",well,well,4
17,Henry IV,1,1.1.14,KING HENRY IV,"Shall now, in mutual well-beseeming ranks,","Shall now, in mutual well-beseeming ranks,",beseem,beseem,6
17,Henry IV,1,1.1.14,KING HENRY IV,"Shall now, in mutual well-beseeming ranks,","Shall now, in mutual well-beseeming ranks,",rank,rank,4
18,Henry IV,1,1.1.15,KING HENRY IV,March all one way and be no more opposed,March all one way and be no more opposed,march,march,5
18,Henry IV,1,1.1.15,KING HENRY IV,March all one way and be no more opposed,March all one way and be no more opposed,way,way,3
19,Henry IV,1,1.1.16,KING HENRY IV,"Against acquaintance, kindred and allies:","Against acquaintance, kindred and allies:",acquaint,acquaint,8
19,Henry IV,1,1.1.16,KING HENRY IV,"Against acquaintance, kindred and allies:","Against acquaintance, kindred and allies:",kindr,kindr,5
19,Henry IV,1,1.1.16,KING HENRY IV,"Against acquaintance, kindred and allies:","Against acquaintance, kindred and allies:",alli,alli,4
20,Henry IV,1,1.1.17,KING HENRY IV,"The edge of war, like an ill-sheathed knife,","The edge of war, like an ill-sheathed knife,",edg,edg,3
20,Henry IV,1,1.1.17,KING HENRY IV,"The edge of war, like an ill-sheathed knife,","The edge of war, like an ill-sheathed knife,",ill,ill,3
20,Henry IV,1,1.1.17,KING HENRY IV,"The edge of war, like an ill-sheathed knife,","The edge of war, like an ill-sheathed knife,",sheath,sheath,6
20,Henry IV,1,1.1.17,KING HENRY IV,"The edge of war, like an ill-sheathed knife,","The edge of war, like an ill-sheathed knife,",knife,knife,5
21,Henry IV,1,1.1.18,KING HENRY IV,"No more shall cut his master. Therefore, friends,","No more shall cut his master. Therefore, friends,",cut,cut,3
21,Henry IV,1,1.1.18,KING HENRY IV,"No more shall cut his master. Therefore, friends,","No more shall cut his master. Therefore, friends,",master,master,6
21,Henry IV,1,1.1.18,KING HENRY IV,"No more shall cut his master. Therefore, friends,","No more shall cut his master. Therefore, friends,",therefor,therefor,8
21,Henry IV,1,1.1.18,KING HENRY IV,"No more shall cut his master. Therefore, friends,","No more shall cut his master. Therefore, friends,",friend,friend,6
22,Henry IV,1,1.1.19,KING HENRY IV,"As far as to the sepulchre of Christ,","As far as to the sepulchre of Christ,",far,far,3
22,Henry IV,1,1.1.19,KING HENRY IV,"As far as to the sepulchre of Christ,","As far as to the sepulchre of Christ,",sepulchr,sepulchr,8
22,Henry IV,1,1.1.19,KING HENRY IV,"As far as to the sepulchre of Christ,","As far as to the sepulchre of Christ,",christ,christ,6
23,Henry IV,1,1.1.20,KING HENRY IV,"Whose soldier now, under whose blessed cross","Whose soldier now, under whose blessed cross",whose,whose,5
23,Henry IV,1,1.1.20,KING HENRY IV,"Whose soldier now, under whose blessed cross","Whose soldier now, under whose blessed cross",soldier,soldier,7
23,Henry IV,1,1.1.20,KING HENRY IV,"Whose soldier now, under whose blessed cross","Whose soldier now, under whose blessed cross",bless,bless,5
23,Henry IV,1,1.1.20,KING HENRY IV,"Whose soldier now, under whose blessed cross","Whose soldier now, under whose blessed cross",cross,cross,5
24,Henry IV,1,1.1.21,KING HENRY IV,"We are impressed and engaged to fight,","We are impressed and engaged to fight,",impress,impress,7
24,Henry IV,1,1.1.21,KING HENRY IV,"We are impressed and engaged to fight,","We are impressed and engaged to fight,",engag,engag,5
24,Henry IV,1,1.1.21,KING HENRY IV,"We are impressed and engaged to fight,","We are impressed and engaged to fight,",fight,fight,5
25,Henry IV,1,1.1.22,KING HENRY IV,"Forthwith a power of English shall we levy,","Forthwith a power of English shall we levy,",forthwith,forthwith,9
25,Henry IV,1,1.1.22,KING HENRY IV,"Forthwith a power of English shall we levy,","Forthwith a power of English shall we levy,",power,power,5
25,Henry IV,1,1.1.22,KING HENRY IV,"Forthwith a power of English shall we levy,","Forthwith a power of English shall we levy,",english,english,7
25,Henry IV,1,1.1.22,KING HENRY IV,"Forthwith a power of English shall we levy,","Forthwith a power of English shall we levy,",levi,levi,4
26,Henry IV,1,1.1.23,KING HENRY IV,Whose arms were moulded in their mothers' womb,Whose arms were moulded in their mothers' womb,mould,mould,5
26,Henry IV,1,1.1.23,KING HENRY IV,Whose arms were moulded in their mothers' womb,Whose arms were moulded in their mothers' womb,mother,mother,6
26,Henry IV,1,1.1.23,KING HENRY IV,Whose arms were moulded in their mothers' womb,Whose arms were moulded in their mothers' womb,womb,womb,4
27,Henry IV,1,1.1.24,KING HENRY IV,To chase these pagans in those holy fields,To chase these pagans in those holy fields,chase,chase,5
27,Henry IV,1,1.1.24,KING HENRY IV,To chase these pagans in those holy fields,To chase these pagans in those holy fields,pagan,pagan,5
27,Henry IV,1,1.1.24,KING HENRY IV,To chase these pagans in those holy fields,To chase these pagans in those holy fields,holi,holi,4
28,Henry IV,1,1.1.25,KING HENRY IV,Over whose acres walk'd those blessed feet,Over whose acres walk'd those blessed feet,acr,acr,3
28,Henry IV,1,1.1.25,KING HENRY IV,Over whose acres walk'd those blessed feet,Over whose acres walk'd those blessed feet,walk,walk,4
28,Henry IV,1,1.1.25,KING HENRY IV,Over whose acres walk'd those blessed feet,Over whose acres walk'd those blessed feet,feet,feet,4
29,Henry IV,1,1.1.26,KING HENRY IV,Which fourteen hundred years ago were nail'd,Which fourteen hundred years ago were nail'd,fourteen,fourteen,8
29,Henry IV,1,1.1.26,KING HENRY IV,Which fourteen hundred years ago were nail'd,Which fourteen hundred years ago were nail'd,hundr,hundr,5
29,Henry IV,1,1.1.26,KING HENRY IV,Which fourteen hundred years ago were nail'd,Which fourteen hundred years ago were nail'd,year,year,4
29,Henry IV,1,1.1.26,KING HENRY IV,Which fourteen hundred years ago were nail'd,Which fourteen hundred years ago were nail'd,ago,ago,3
29,Henry IV,1,1.1.26,KING HENRY IV,Which fourteen hundred years ago were nail'd,Which fourteen hundred years ago were nail'd,nail,nail,4
30,Henry IV,1,1.1.27,KING HENRY IV,For our advantage on the bitter cross.,For our advantage on the bitter cross.,advantag,advantag,8
30,Henry IV,1,1.1.27,KING HENRY IV,For our advantage on the bitter cross.,For our advantage on the bitter cross.,bitter,bitter,6
31,Henry IV,1,1.1.28,KING HENRY IV,"But this our purpose now is twelve month old,","But this our purpose now is twelve month old,",purpos,purpos,6
31,Henry IV,1,1.1.28,KING HENRY IV,"But this our purpose now is twelve month old,","But this our purpose now is twelve month old,",twelv,twelv,5
31,Henry IV,1,1.1.28,KING HENRY IV,"But this our purpose now is twelve month old,","But this our purpose now is twelve month old,",month,month,5
31,Henry IV,1,1.1.28,KING HENRY IV,"But this our purpose now is twelve month old,","But this our purpose now is twelve month old,",old,old,3
32,Henry IV,1,1.1.29,KING HENRY IV,And bootless 'tis to tell you we will go:,And bootless 'tis to tell you we will go:,bootless,bootless,8
32,Henry IV,1,1.1.29,KING HENRY IV,And bootless 'tis to tell you we will go:,And bootless 'tis to tell you we will go:,tell,tell,4
33,Henry IV,1,1.1.30,KING HENRY IV,Therefore we meet not now. Then let me hear,Therefore we meet not now. Then let me hear,let,let,3
33,Henry IV,1,1.1.30,KING HENRY IV,Therefore we meet not now. Then let me hear,Therefore we meet not now. Then let me hear,hear,hear,4
34,Henry IV,1,1.1.31,KING HENRY IV,"Of you, my gentle cousin Westmoreland,","Of you, my gentle cousin Westmoreland,",gentl,gentl,5
34,Henry IV,1,1.1.31,KING HENRY IV,"Of you, my gentle cousin Westmoreland,","Of you, my gentle cousin Westmoreland,",cousin,cousin,6
35,Henry IV,1,1.1.32,KING HENRY IV,What yesternight our council did decree,What yesternight our council did decree,yesternight,yesternight,11
35,Henry IV,1,1.1.32,KING HENRY IV,What yesternight our council did decree,What yesternight our council did decree,council,council,7
35,Henry IV,1,1.1.32,KING HENRY IV,What yesternight our council did decree,What yesternight our council did decree,decre,decre,5
36,Henry IV,1,1.1.33,KING HENRY IV,In forwarding this dear expedience.,In forwarding this dear expedience.,forward,forward,7
36,Henry IV,1,1.1.33,KING HENRY IV,In forwarding this dear expedience.,In forwarding this dear expedience.,dear,dear,4
36,Henry IV,1,1.1.33,KING HENRY IV,In forwarding this dear expedience.,In forwarding this dear expedience.,expedi,expedi,6
37,Henry IV,2,1.1.34,WESTMORELAND,"My liege, this haste was hot in question,","My liege, this haste was hot in question,",lieg,lieg,4
37,Henry IV,2,1.1.34,WESTMORELAND,"My liege, this haste was hot in question,","My liege, this haste was hot in question,",hast,hast,4
37,Henry IV,2,1.1.34,WESTMORELAND,"My liege, this haste was hot in question,","My liege, this haste was hot in question,",hot,hot,3
37,Henry IV,2,1.1.34,WESTMORELAND,"My liege, this haste was hot in question,","My liege, this haste was hot in question,",question,question,8
38,Henry IV,2,1.1.35,WESTMORELAND,And many limits of the charge set down,And many limits of the charge set down,mani,mani,4
38,Henry IV,2,1.1.35,WESTMORELAND,And many limits of the charge set down,And many limits of the charge set down,limit,limit,5
38,Henry IV,2,1.1.35,WESTMORELAND,And many limits of the charge set down,And many limits of the charge set down,charg,charg,5
38,Henry IV,2,1.1.35,WESTMORELAND,And many limits of the charge set down,And many limits of the charge set down,set,set,3
39,Henry IV,2,1.1.36,WESTMORELAND,But yesternight: when all athwart there came,But yesternight: when all athwart there came,athwart,athwart,7
39,Henry IV,2,1.1.36,WESTMORELAND,But yesternight: when all athwart there came,But yesternight: when all athwart there came,came,came,4
40,Henry IV,2,1.1.37,WESTMORELAND,"A post from Wales loaden with heavy news,","A post from Wales loaden with heavy news,",post,post,4
40,Henry IV,2,1.1.37,WESTMORELAND,"A post from Wales loaden with heavy news,","A post from Wales loaden with heavy news,",wale,wale,4
40,Henry IV,2,1.1.37,WESTMORELAND,"A post from Wales loaden with heavy news,","A post from Wales loaden with heavy news,",loaden,loaden,6
40,Henry IV,2,1.1.37,WESTMORELAND,"A post from Wales loaden with heavy news,","A post from Wales loaden with heavy news,",heavi,heavi,5
40,Henry IV,2,1.1.37,WESTMORELAND,"A post from Wales loaden with heavy news,","A post from Wales loaden with heavy news,",news,news,4
41,Henry IV,2,1.1.38,WESTMORELAND,"Whose worst was, that the noble Mortimer,","Whose worst was, that the noble Mortimer,",worst,worst,5
41,Henry IV,2,1.1.38,WESTMORELAND,"Whose worst was, that the noble Mortimer,","Whose worst was, that the noble Mortimer,",nobl,nobl,4
41,Henry IV,2,1.1.38,WESTMORELAND,"Whose worst was, that the noble Mortimer,","Whose worst was, that the noble Mortimer,",mortim,mortim,6
42,Henry IV,2,1.1.39,WESTMORELAND,Leading the men of Herefordshire to fight,Leading the men of Herefordshire to fight,lead,lead,4
42,Henry IV,2,1.1.39,WESTMORELAND,Leading the men of Herefordshire to fight,Leading the men of Herefordshire to fight,men,men,3
42,Henry IV,2,1.1.39,WESTMORELAND,Leading the men of Herefordshire to fight,Leading the men of Herefordshire to fight,herefordshir,herefordshir,12
43,Henry IV,2,1.1.40,WESTMORELAND,"Against the irregular and wild Glendower,","Against the irregular and wild Glendower,",irregular,irregular,9
43,Henry IV,2,1.1.40,WESTMORELAND,"Against the irregular and wild Glendower,","Against the irregular and wild Glendower,",wild,wild,4
43,Henry IV,2,1.1.40,WESTMORELAND,"Against the irregular and wild Glendower,","Against the irregular and wild Glendower,",glendow,glendow,7
44,Henry IV,2,1.1.41,WESTMORELAND,"Was by the rude hands of that Welshman taken,","Was by the rude hands of that Welshman taken,",rude,rude,4
44,Henry IV,2,1.1.41,WESTMORELAND,"Was by the rude hands of that Welshman taken,","Was by the rude hands of that Welshman taken,",hand,hand,4
44,Henry IV,2,1.1.41,WESTMORELAND,"Was by the rude hands of that Welshman taken,","Was by the rude hands of that Welshman taken,",welshman,welshman,8
44,Henry IV,2,1.1.41,WESTMORELAND,"Was by the rude hands of that Welshman taken,","Was by the rude hands of that Welshman taken,",taken,taken,5
45,Henry IV,2,1.1.42,WESTMORELAND,"A thousand of his people butchered,","A thousand of his people butchered,",thousand,thousand,8
45,Henry IV,2,1.1.42,WESTMORELAND,"A thousand of his people butchered,","A thousand of his people butchered,",peopl,peopl,5
45,Henry IV,2,1.1.42,WESTMORELAND,"A thousand of his people butchered,","A thousand of his people butchered,",butcher,butcher,7
46,Henry IV,2,1.1.43,WESTMORELAND,"Upon whose dead corpse there was such misuse,","Upon whose dead corpse there was such misuse,",upon,upon,4
46,Henry IV,2,1.1.43,WESTMORELAND,"Upon whose dead corpse there was such misuse,","Upon whose dead corpse there was such misuse,",dead,dead,4
46,Henry IV,2,1.1.43,WESTMORELAND,"Upon whose dead corpse there was such misuse,","Upon whose dead corpse there was such misuse,",corps,corps,5
46,Henry IV,2,1.1.43,WESTMORELAND,"Upon whose dead corpse there was such misuse,","Upon whose dead corpse there was such misuse,",misus,misus,5
47,Henry IV,2,1.1.44,WESTMORELAND,"Such beastly shameless transformation,","Such beastly shameless transformation,",beastli,beastli,7
47,Henry IV,2,1.1.44,WESTMORELAND,"Such beastly shameless transformation,","Such beastly shameless transformation,",shameless,shameless,9
47,Henry IV,2,1.1.44,WESTMORELAND,"Such beastly shameless transformation,","Such beastly shameless transformation,",transform,transform,9
48,Henry IV,2,1.1.45,WESTMORELAND,By those Welshwomen done as may not be,By those Welshwomen done as may not be,welshwomen,welshwomen,10
48,Henry IV,2,1.1.45,WESTMORELAND,By those Welshwomen done as may not be,By those Welshwomen done as may not be,done,done,4
48,Henry IV,2,1.1.45,WESTMORELAND,By those Welshwomen done as may not be,By those Welshwomen done as may not be,may,may,3
49,Henry IV,2,1.1.46,WESTMORELAND,Without much shame retold or spoken of.,Without much shame retold or spoken of.,without,without,7
49,Henry IV,2,1.1.46,WESTMORELAND,Without much shame retold or spoken of.,Without much shame retold or spoken of.,much,much,4
49,Henry IV,2,1.1.46,WESTMORELAND,Without much shame retold or spoken of.,Without much shame retold or spoken of.,shame,shame,5
49,Henry IV,2,1.1.46,WESTMORELAND,Without much shame retold or spoken of.,Without much shame retold or spoken of.,retold,retold,6
49,Henry IV,2,1.1.46,WESTMORELAND,Without much shame retold or spoken of.,Without much shame retold or spoken of.,spoken,spoken,6
50,Henry IV,3,1.1.47,KING HENRY IV,It seems then that the tidings of this broil,It seems then that the tidings of this broil,seem,seem,4
50,Henry IV,3,1.1.47,KING HENRY IV,It seems then that the tidings of this broil,It seems then that the tidings of this broil,tide,tide,4
51,Henry IV,3,1.1.48,KING HENRY IV,Brake off our business for the Holy Land.,Brake off our business for the Holy Land.,brake,brake,5
51,Henry IV,3,1.1.48,KING HENRY IV,Brake off our business for the Holy Land.,Brake off our business for the Holy Land.,busi,busi,4
51,Henry IV,3,1.1.48,KING HENRY IV,Brake off our business for the Holy Land.,Brake off our business for the Holy Land.,land,land,4
52,Henry IV,4,1.1.49,WESTMORELAND,"This match'd with other did, my gracious lord,","This match'd with other did, my gracious lord,",match,match,5
52,Henry IV,4,1.1.49,WESTMORELAND,"This match'd with other did, my gracious lord,","This match'd with other did, my gracious lord,",graciou,graciou,7
53,Henry IV,4,1.1.50,WESTMORELAND,For more uneven and unwelcome news,For more uneven and unwelcome news,uneven,uneven,6
53,Henry IV,4,1.1.50,WESTMORELAND,For more uneven and unwelcome news,For more uneven and unwelcome news,unwelcom,unwelcom,8
54,Henry IV,4,1.1.51,WESTMORELAND,Came from the north and thus it did import:,Came from the north and thus it did import:,north,north,5
54,Henry IV,4,1.1.51,WESTMORELAND,Came from the north and thus it did import:,Came from the north and thus it did import:,thu,thu,3
54,Henry IV,4,1.1.51,WESTMORELAND,Came from the north and thus it did import:,Came from the north and thus it did import:,import,import,6
55,Henry IV,4,1.1.52,WESTMORELAND,"On Holy-rood day, the gallant Hotspur there,","On Holy-rood day, the gallant Hotspur there,",rood,rood,4
55,Henry IV,4,1.1.52,WESTMORELAND,"On Holy-rood day, the gallant Hotspur there,","On Holy-rood day, the gallant Hotspur there,",day,day,3
55,Henry IV,4,1.1.52,WESTMORELAND,"On Holy-rood day, the gallant Hotspur there,","On Holy-rood day, the gallant Hotspur there,",gallant,gallant,7
55,Henry IV,4,1.1.52,WESTMORELAND,"On Holy-rood day, the gallant Hotspur there,","On Holy-rood day, the gallant Hotspur there,",hotspur,hotspur,7
56,Henry IV,4,1.1.53,WESTMORELAND,"Young Harry Percy and brave Archibald,","Young Harry Percy and brave Archibald,",young,young,5
56,Henry IV,4,1.1.53,WESTMORELAND,"Young Harry Percy and brave Archibald,","Young Harry Percy and brave Archibald,",harri,harri,5
56,Henry IV,4,1.1.53,WESTMORELAND,"Young Harry Percy and brave Archibald,","Young Harry Percy and brave Archibald,",perci,perci,5
56,Henry IV,4,1.1.53,WESTMORELAND,"Young Harry Percy and brave Archibald,","Young Harry Percy and brave Archibald,",brave,brave,5
56,Henry IV,4,1.1.53,WESTMORELAND,"Young Harry Percy and brave Archibald,","Young Harry Percy and brave Archibald,",archibald,archibald,9
57,Henry IV,4,1.1.54,WESTMORELAND,"That ever-valiant and approved Scot,","That ever-valiant and approved Scot,",ever,ever,4
